id,restaurant_name,original_location,country,region,province,city,meals,cuisines,special_diets,features,avg_rating,total_reviews_count
66,Escale Thaï,"[""Europe"", ""France"", ""Hauts-de-France"", ""Nord"", ""Lille""]",France,Hauts-de-France,Nord,Lille,"Lunch, Dinner","Asian, Thai","Vegetarian Friendly, Vegan Options","Takeout, Outdoor Seating, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Discover, Accepts Credit Cards, Table Service",4.5,401.0
67,Le Pommier Restaurant,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Bayeux""]",France,Normandy,Basse-Normandie,Bayeux,"Lunch, Dinner, After-hours","Contemporary, Gastropub, French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Full Bar, Accepts American Express, Accepts Credit Cards, Table Service",4.0,1315.0
68,Le Moulin De La Galette,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Bayeux""]",France,Normandy,Basse-Normandie,Bayeux,"Lunch, Dinner","French, European, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Street Parking, Accepts Credit Cards, Table Service, Waterfront",4.5,1824.0
69,Le Domesday,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Bayeux""]",France,Normandy,Basse-Normandie,Bayeux,"Lunch, Dinner","French, Pizza, European",Vegetarian Friendly,"Highchairs Available, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards, Table Service, Reservations",4.0,493.0
70,Le Bistronome,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Caen""]",France,Normandy,Basse-Normandie,Caen,"Lunch, Dinner, After-hours","French, European, Healthy",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,1592.0
71,Le Benazir,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Caen""]",France,Normandy,Basse-Normandie,Caen,"Lunch, Dinner, After-hours","Indian, Pakistani","Vegetarian Friendly, Vegan Options, Halal","Takeout, Reservations, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,625.0
72,Café de Paris,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Manche"", ""Cherbourg-en-Cotentin"", ""Cherbourg-Octeville""]",France,Normandy,Basse-Normandie,Cherbourg-Octeville,"Lunch, Dinner","French, Seafood, European","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.5,947.0
73,Il Parasole,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Deauville City""]",France,Normandy,Basse-Normandie,Deauville City,"Lunch, Dinner, After-hours","Italian, Pizza, Mediterranean, European",Vegetarian Friendly,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",3.5,820.0
74,Le Comptoir et la Table,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Deauville City""]",France,Normandy,Basse-Normandie,Deauville City,"Lunch, Dinner, After-hours",French,Vegetarian Friendly,"Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,522.0
75,L'Endroit,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Honfleur""]",France,Normandy,Basse-Normandie,Honfleur,"Lunch, Dinner","French, European, Healthy",Vegetarian Friendly,"Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,1063.0
76,Côté Resto,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Honfleur""]",France,Normandy,Basse-Normandie,Honfleur,"Lunch, Dinner, After-hours","French, Seafood, European, Healthy",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,1807.0
77,L'Homme de Bois,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Honfleur""]",France,Normandy,Basse-Normandie,Honfleur,"Lunch, Dinner, After-hours","French, European",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,1665.0
78,Bacaretto,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Honfleur""]",France,Normandy,Basse-Normandie,Honfleur,"Dinner, After-hours, Drinks","French, Wine Bar",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service",4.5,338.0
79,Le Gambetta,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Honfleur""]",France,Normandy,Basse-Normandie,Honfleur,"Lunch, Dinner","French, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,758.0
80,Le cafe de Paris,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Honfleur""]",France,Normandy,Basse-Normandie,Honfleur,"Breakfast, Lunch, Dinner, Brunch, After-hours","French, Bar, European",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Outdoor Seating",4.5,598.0
81,Les Beaux Arts,"[""Europe"", ""France"", ""Normandy"", ""Haute-Normandie"", ""Seine-Maritime"", ""Rouen""]",France,Normandy,Haute-Normandie,Rouen,"Lunch, Dinner","Moroccan, Mediterranean, Middle Eastern, Algerian","Vegan Options, Halal","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout",4.0,124.0
82,Restaurant La Couronne,"[""Europe"", ""France"", ""Normandy"", ""Haute-Normandie"", ""Seine-Maritime"", ""Rouen""]",France,Normandy,Haute-Normandie,Rouen,"Lunch, Dinner, After-hours","Grill, Contemporary",Vegetarian Friendly,"Outdoor Seating, Free Wifi, Reservations, Private Dining, Seating, Serves Alcohol, Accepts American Express, Accepts Visa, Accepts Credit Cards, Table Service",4.0,1593.0
83,Le Bistro de l'Absynthe,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Vienne"", ""Poitiers""]",France,Nouvelle-Aquitaine,Vienne,Poitiers,"Lunch, Dinner, After-hours","French, European",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Gift Cards Available",4.5,584.0
84,Le Maharaja,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Bouches-du-Rhone"", ""Aix-en-Provence""]",France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,Aix-en-Provence,"Lunch, Dinner, After-hours",Indian,"Vegetarian Friendly, Vegan Options, Halal","Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",3.5,318.0
85,El Primo,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Bouches-du-Rhone"", ""Aix-en-Provence""]",France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,Aix-en-Provence,"Lunch, Dinner, Drinks, After-hours","French, Mediterranean, European, Spanish, Wine Bar","Vegetarian Friendly, Vegan Options","Delivery, Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Full Bar, Accepts Credit Cards, Table Service",4.5,340.0
86,Mitch,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Bouches-du-Rhone"", ""Aix-en-Provence""]",France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,Aix-en-Provence,"Dinner, After-hours","French, European, Healthy, Contemporary",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,1002.0
87,La Chassagnette,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Bouches-du-Rhone"", ""Arles""]",France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,Arles,"Lunch, Dinner","French, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options","Parking Available, Free off-street parking, Outdoor Seating, Private Dining, Seating, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",4.5,554.0
88,Le Riad,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner, After-hours","African, Moroccan, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,783.0
89,La Fourchette,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner, After-hours","French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,906.0
90,Le Moutardier du Pape,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner, After-hours, Drinks",French,Vegetarian Friendly,"Highchairs Available, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service",4.0,747.0
91,La Cour du Louvre,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner, After-hours","French, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Private Dining",4.5,453.0
92,Le Zinzolin,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner, After-hours","French, Mediterranean, European, Healthy","Vegetarian Friendly, Vegan Options","Highchairs Available, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service",4.0,472.0
93,Le Petit Gourmand,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner","French, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",4.5,1770.0
94,Le 46,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner, After-hours","French, European, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,826.0
95,L'AGAPE,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Avignon""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Avignon,"Lunch, Dinner","French, European, Contemporary, Gastropub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Visa, Accepts Credit Cards, Table Service",4.5,746.0
96,Le Pistou,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Vaucluse"", ""Chateauneuf-du-Pape""]",France,Provence-Alpes-Cote d'Azur,Vaucluse,Chateauneuf-du-Pape,"Lunch, Dinner","French, Mediterranean, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Highchairs Available",4.5,427.0
97,Eden-Roc Restaurant,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"Breakfast, Lunch, Dinner, After-hours, Drinks","French, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,345.0
98,L'Arazur,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"Lunch, Dinner, After-hours","French, European, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Reservations, Outdoor Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.5,425.0
99,Le Cafe Jardin,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"Lunch, Dinner","French, Cafe, Mediterranean, European",Vegetarian Friendly,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",3.5,331.0
100,Romagna Mia,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,Dinner,"Italian, Mediterranean, European",Vegetarian Friendly,"Takeout, Outdoor Seating, Seating, Street Parking, Serves Alcohol, Wine and Beer, Reservations, Table Service",4.5,834.0
101,La Plage Keller - Restaurant Le Cesar,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"Lunch, Dinner, Brunch, After-hours","French, Mediterranean, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Beach",4.0,861.0
102,Les Vieux Murs,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"Lunch, Dinner, After-hours","French, Mediterranean, European","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",3.5,855.0
103,Le Vauban,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"Lunch, Dinner, After-hours","Gastropub, French, Mediterranean, European, Healthy",Vegetarian Friendly,"Wheelchair Accessible, Reservations, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.5,922.0
104,African Queen,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Beaulieu-sur-Mer""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Beaulieu-sur-Mer,"Lunch, Dinner, After-hours, Drinks","Gastropub, French, Seafood, European, International",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Street Parking, Free off-street parking, Wine and Beer",3.5,1130.0
105,Les Vents D'Anges,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Beaulieu-sur-Mer""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Beaulieu-sur-Mer,"Lunch, Dinner, After-hours","Italian, French, Pizza, European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,493.0
106,Fleur de Sel,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cagnes-sur-Mer""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cagnes-sur-Mer,Dinner,"French, European, Healthy",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,410.0
107,Astoux et Brun,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cannes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cannes,"Lunch, Dinner, After-hours","French, Seafood, Mediterranean",Gluten Free Options,"Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,2543.0
108,Le Caveau 30,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cannes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cannes,"Lunch, Dinner, After-hours, Drinks","French, Healthy, Gastropub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,1366.0
109,Le Voilier,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cannes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cannes,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks","French, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.0,563.0
